flight_date,origin,destination,fare_class,booking_channel,passengers,avg_fare,revenue,load_factor
2024-10-27,ORD,DFW,Business,Corporate,11,528.11,5809.21,0.76
2024-10-27,ORD,DFW,First,Mobile App,19,1410.52,26799.88,0.89
2024-10-27,LAX,DEN,Economy,Corporate,160,152.69,24430.4,0.74
2024-10-27,LAX,DEN,Premium Economy,Website,18,335.78,6044.04,0.94
2024-10-27,LAX,DEN,Business,Travel Agent,22,629.36,13845.92,0.75
2024-10-27,LAX,DEN,First,Website,12,1433.19,17198.28,0.63
2024-10-27,LAX,SEA,Economy,Corporate,19,144.94,2753.86,0.72
2024-10-27,LAX,SEA,Premium Economy,Travel Agent,34,310.47,10555.98,0.73
2024-10-27,LAX,SEA,Business,Website,33,758.14,25018.62,0.7
2024-10-27,LAX,SEA,First,Travel Agent,35,1458.13,51034.55,0.62
2024-10-27,DEN,ORD,Economy,Corporate,34,100.51,3417.34,0.68
2024-10-27,DEN,ORD,Premium Economy,Website,25,272.02,6800.5,0.96
2024-10-27,DEN,ORD,Business,Website,38,811.3,30829.4,0.76
2024-10-27,DEN,ORD,First,Travel Agent,33,1149.02,37917.66,0.57
2024-10-27,JFK,ORD,Economy,Mobile App,145,117.69,17065.05,0.71
2024-10-27,JFK,ORD,Premium Economy,Travel Agent,18,341.3,6143.4,0.67
2024-10-27,JFK,ORD,Business,Travel Agent,21,538.71,11312.91,0.94
2024-10-27,JFK,ORD,First,Travel Agent,18,1379.8,24836.4,0.88
2024-10-27,JFK,LAX,Economy,Corporate,166,123.11,20436.26,0.56
2024-10-27,JFK,LAX,Premium Economy,Website,4,315.56,1262.24,0.58
2024-10-27,JFK,LAX,Business,Website,34,582.0,19788.0,0.83
2024-10-27,JFK,LAX,First,Mobile App,18,1182.3,21281.4,0.93
2024-10-28,JFK,LAX,Economy,Travel Agent,6,102.89,617.34,0.74
2024-10-28,JFK,LAX,Premium Economy,Corporate,7,310.0,2170.0,0.74
2024-10-28,JFK,LAX,Business,Website,36,523.64,18851.04,0.58
2024-10-28,JFK,LAX,First,Travel Agent,25,1070.14,26753.5,0.8
2024-10-28,LAX,SEA,Economy,Mobile App,62,133.58,8281.96,0.81
2024-10-28,LAX,SEA,Premium Economy,Corporate,8,273.22,2185.76,0.84
2024-10-28,LAX,SEA,Business,Travel Agent,31,589.73,18281.63,0.89
2024-10-28,LAX,SEA,First,Travel Agent,33,963.0,31779.0,0.74
2024-10-28,JFK,MIA,Economy,Website,122,134.52,16411.44,0.7
2024-10-28,JFK,MIA,Premium Economy,Website,36,316.98,11411.28,0.93
2024-10-28,JFK,MIA,Business,Website,32,795.97,25471.04,0.79
2024-10-28,JFK,MIA,First,Mobile App,25,1238.86,30971.5,0.71
2024-10-28,DEN,ORD,Economy,Corporate,165,100.12,16519.8,0.73
2024-10-28,DEN,ORD,Premium Economy,Corporate,4,285.68,1142.72,0.74
2024-10-28,DEN,ORD,Business,Corporate,7,551.4,3859.8,0.81
2024-10-28,DEN,ORD,First,Mobile App,13,1410.25,18333.25,0.79
2024-10-28,JFK,SFO,Economy,Mobile App,35,111.68,3908.8,0.66
2024-10-28,JFK,SFO,Premium Economy,Website,39,349.95,13648.05,0.89
2024-10-28,JFK,SFO,Business,Website,30,625.02,18750.6,0.96
2024-10-28,JFK,SFO,First,Travel Agent,36,1306.63,47038.68,0.65
2024-10-28,JFK,ORD,Economy,Corporate,123,150.16,18469.68,0.94
2024-10-28,JFK,ORD,Premium Economy,Travel Agent,5,327.24,1636.2,0.93
2024-10-28,JFK,ORD,Business,Website,4,563.93,2255.72,0.7
2024-10-28,JFK,ORD,First,Travel Agent,31,1415.98,43895.38,0.82
2024-10-28,LAX,DEN,Economy,Corporate,141,128.82,18163.62,0.98
2024-10-28,LAX,DEN,Premium Economy,Website,12,231.95,2783.4,0.7
2024-10-28,LAX,DEN,Business,Corporate,5,763.63,3818.15,0.78
2024-10-28,LAX,DEN,First,Corporate,2,997.27,1994.54,0.92
2024-10-28,SFO,SEA,Economy,Website,130,102.82,13366.6,0.9
2024-10-28,SFO,SEA,Premium Economy,Website,27,328.2,8861.4,0.93
2024-10-28,SFO,SEA,Business,Mobile App,27,738.18,19930.86,0.86
2024-10-28,SFO,SEA,First,Corporate,25,977.41,24435.25,0.95
2024-10-28,BOS,DCA,Economy,Travel Agent,164,146.12,23963.68,0.6
2024-10-28,BOS,DCA,Premium Economy,Website,26,273.22,7103.72,0.87
2024-10-28,BOS,DCA,Business,Corporate,11,734.23,8076.53,0.97
2024-10-28,BOS,DCA,First,Corporate,24,1455.86,34940.64,0.78
2024-10-29,BOS,DCA,Economy,Corporate,41,105.13,4310.33,0.9
2024-10-29,BOS,DCA,Premium Economy,Mobile App,19,243.91,4634.29,0.7
2024-10-29,BOS,DCA,Business,Website,19,632.93,12025.67,0.56
2024-10-29,BOS,DCA,First,Corporate,31,1269.58,39356.98,0.9
2024-10-29,JFK,ORD,Economy,Corporate,142,147.67,20969.14,0.94
2024-10-29,JFK,ORD,Premium Economy,Travel Agent,5,341.91,1709.55,0.97
2024-10-29,JFK,ORD,Business,Website,22,648.79,14273.38,0.78
2024-10-29,JFK,ORD,First,Travel Agent,17,1524.27,25912.59,0.92
2024-10-29,ORD,DFW,Economy,Mobile App,6,150.21,901.26,0.67
2024-10-29,ORD,DFW,Premium Economy,Website,22,250.41,5509.02,0.91
2024-10-29,ORD,DFW,Business,Corporate,36,510.02,18360.72,0.81
2024-10-29,ORD,DFW,First,Corporate,26,1462.7,38030.2,0.67
2024-10-29,JFK,LAX,Economy,Mobile App,164,121.73,19963.72,0.89
2024-10-29,JFK,LAX,Premium Economy,Travel Agent,5,258.3,1291.5,0.82
2024-10-29,JFK,LAX,Business,Travel Agent,17,747.7,12710.9,0.57
2024-10-29,JFK,LAX,First,Corporate,33,949.48,31332.84,0.83
2024-10-29,JFK,MIA,Economy,Website,121,103.48,12521.08,0.73
2024-10-29,JFK,MIA,Premium Economy,Travel Agent,14,235.1,3291.4,0.55
2024-10-29,JFK,MIA,Business,Website,5,611.72,3058.6,0.94
2024-10-29,JFK,MIA,First,Website,36,1467.07,52814.52,0.95
2024-10-29,MIA,ATL,Economy,Travel Agent,89,147.91,13163.99,0.68
2024-10-29,MIA,ATL,Premium Economy,Mobile App,34,343.4,11675.6,0.88
2024-10-29,MIA,ATL,Business,Travel Agent,21,566.91,11905.11,0.56
2024-10-29,MIA,ATL,First,Mobile App,34,1240.99,42193.66,0.69
2024-10-29,ATL,BOS,Economy,Website,93,120.21,11179.53,0.69
2024-10-29,ATL,BOS,Premium Economy,Mobile App,10,221.32,2213.2,0.96
2024-10-29,ATL,BOS,Business,Travel Agent,25,532.84,13321.0,0.94
2024-10-29,ATL,BOS,First,Website,12,1051.66,12619.92,0.66
2024-10-29,JFK,SFO,Economy,Website,117,99.48,11639.16,0.79
2024-10-29,JFK,SFO,Premium Economy,Corporate,24,311.79,7482.96,0.56
2024-10-29,JFK,SFO,Business,Travel Agent,9,548.48,4936.32,0.93
2024-10-29,JFK,SFO,First,Travel Agent,3,992.42,2977.26,0.7
2024-10-29,DEN,ORD,Economy,Website,31,142.4,4414.4,0.6
2024-10-29,DEN,ORD,Premium Economy,Website,4,287.11,1148.44,0.97
2024-10-29,DEN,ORD,Business,Travel Agent,29,531.18,15404.22,0.8
2024-10-29,DEN,ORD,First,Mobile App,11,1067.97,11747.67,0.75
2024-10-30,JFK,MIA,Economy,Mobile App,50,133.73,6686.5,0.92
2024-10-30,JFK,MIA,Premium Economy,Website,5,271.04,1355.2,0.71
2024-10-30,JFK,MIA,Business,Mobile App,4,640.65,2562.6,0.74
2024-10-30,JFK,MIA,First,Mobile App,9,1118.18,10063.62,0.64
2024-10-30,ORD,DFW,Economy,Mobile App,81,129.93,10524.33,0.81
2024-10-30,ORD,DFW,Premium Economy,Mobile App,36,308.04,11089.44,0.98
2024-10-30,ORD,DFW,Business,Website,29,690.35,20020.15,0.72
2024-10-30,ORD,DFW,First,Travel Agent,29,1452.14,42112.06,0.68
2024-10-30,SFO,SEA,Economy,Corporate,54,114.66,6191.64,0.59
2024-10-30,SFO,SEA,Premium Economy,Travel Agent,22,343.15,7549.3,0.85
2024-10-30,SFO,SEA,Business,Travel Agent,28,628.35,17593.8,0.79
2024-10-30,SFO,SEA,First,Website,36,1157.28,41662.08,0.8
2024-10-30,LAX,SEA,Economy,Website,102,147.95,15090.9,0.85
2024-10-30,LAX,SEA,Premium Economy,Website,37,292.8,10833.6,0.8
2024-10-30,LAX,SEA,Business,Corporate,17,758.37,12892.29,0.97
2024-10-30,LAX,SEA,First,Website,2,1016.49,2032.98,0.67
2024-10-30,ATL,BOS,Economy,Mobile App,61,108.23,6602.03,0.85
2024-10-30,ATL,BOS,Premium Economy,Mobile App,38,233.74,8882.12,0.72
2024-10-30,ATL,BOS,Business,Mobile App,11,612.92,6742.12,0.76
2024-10-30,ATL,BOS,First,Travel Agent,21,944.19,19827.99,0.66
2024-10-30,JFK,SFO,Economy,Corporate,114,148.7,16951.8,0.77
2024-10-30,JFK,SFO,Premium Economy,Corporate,33,225.02,7425.66,0.83
2024-10-30,JFK,SFO,Business,Corporate,12,523.24,6278.88,0.75
2024-10-30,JFK,SFO,First,Corporate,40,1372.21,54888.4,0.73
2024-10-30,MIA,ATL,Economy,Corporate,133,105.99,14096.67,0.56
2024-10-30,MIA,ATL,Premium Economy,Mobile App,33,352.74,11640.42,0.63
2024-10-30,MIA,ATL,Business,Website,35,778.14,27234.9,0.97
2024-10-30,MIA,ATL,First,Mobile App,4,1059.13,4236.52,0.79
2024-10-30,JFK,ORD,Economy,Website,153,99.57,15234.21,0.78
2024-10-30,JFK,ORD,Premium Economy,Travel Agent,5,283.2,1416.0,0.82
2024-10-30,JFK,ORD,Business,Corporate,35,624.88,21870.8,0.85
2024-10-30,JFK,ORD,First,Corporate,2,1022.3,2044.6,0.79
2024-10-30,DEN,ORD,Economy,Corporate,108,143.44,15491.52,0.75
2024-10-30,DEN,ORD,Premium Economy,Mobile App,6,288.87,1733.22,0.93
2024-10-30,DEN,ORD,Business,Corporate,26,513.19,13342.94,0.88
2024-10-30,DEN,ORD,First,Corporate,34,1442.67,49050.78,0.84
2024-10-30,JFK,LAX,Economy,Website,45,145.54,6549.3,0.76
2024-10-30,JFK,LAX,Premium Economy,Website,12,262.27,3147.24,0.71
2024-10-30,JFK,LAX,Business,Travel Agent,34,629.81,21413.54,0.95
2024-10-30,JFK,LAX,First,Corporate,6,1261.81,7570.86,0.84
2024-10-31,JFK,MIA,Economy,Website,140,126.87,17761.8,0.64
2024-10-31,JFK,MIA,Premium Economy,Website,24,304.28,7302.72,0.93
2024-10-31,JFK,MIA,Business,Travel Agent,35,591.59,20705.65,0.97
2024-10-31,JFK,MIA,First,Website,19,1495.94,28422.86,0.94
2024-10-31,BOS,DCA,Economy,Mobile App,111,105.39,11698.29,0.94
2024-10-31,BOS,DCA,Premium Economy,Travel Agent,31,293.5,9098.5,0.94
2024-10-31,BOS,DCA,Business,Mobile App,13,632.82,8226.66,0.59
2024-10-31,BOS,DCA,First,Website,34,1334.74,45381.16,0.85
2024-10-31,LAX,SEA,Economy,Corporate,111,135.43,15032.73,0.68
2024-10-31,LAX,SEA,Premium Economy,Travel Agent,40,346.0,13840.0,0.93
2024-10-31,LAX,SEA,Business,Corporate,21,711.98,14951.58,0.65
2024-10-31,LAX,SEA,First,Website,37,1253.15,46366.55,0.55
2024-10-31,JFK,SFO,Economy,Mobile App,49,120.25,5892.25,0.95
2024-10-31,JFK,SFO,Premium Economy,Travel Agent,17,316.39,5378.63,0.74
2024-10-31,JFK,SFO,Business,Mobile App,35,642.82,22498.7,0.78
2024-10-31,JFK,SFO,First,Website,7,1109.75,7768.25,0.69
2024-10-31,ATL,BOS,Economy,Travel Agent,167,122.69,20489.23,0.59
2024-10-31,ATL,BOS,Premium Economy,Corporate,6,247.0,1482.0,0.67
2024-10-31,ATL,BOS,Business,Mobile App,9,819.52,7375.68,0.91
2024-10-31,ATL,BOS,First,Travel Agent,10,1168.77,11687.7,0.67
2024-10-31,MIA,ATL,Economy,Travel Agent,69,150.85,10408.65,0.66
2024-10-31,MIA,ATL,Premium Economy,Website,36,287.68,10356.48,0.62
2024-10-31,MIA,ATL,Business,Mobile App,4,739.69,2958.76,0.7
2024-10-31,MIA,ATL,First,Corporate,10,1181.0,11810.0,0.56
2024-10-31,JFK,ORD,Economy,Travel Agent,117,142.58,16681.86,0.77
2024-10-31,JFK,ORD,Premium Economy,Corporate,2,254.24,508.48,0.88
2024-10-31,JFK,ORD,Business,Travel Agent,20,650.45,13009.0,0.72
2024-10-31,JFK,ORD,First,Corporate,40,1022.48,40899.2,0.81
2024-10-31,JFK,LAX,Economy,Corporate,86,124.13,10675.18,0.91
2024-10-31,JFK,LAX,Premium Economy,Travel Agent,22,306.11,6734.42,0.94
2024-10-31,JFK,LAX,Business,Travel Agent,23,557.28,12817.44,0.79
2024-10-31,JFK,LAX,First,Corporate,13,1177.12,15302.56,0.81
2024-10-31,SFO,SEA,Economy,Website,46,152.53,7016.38,0.61
2024-10-31,SFO,SEA,Premium Economy,Corporate,19,284.3,5401.7,0.57
2024-10-31,SFO,SEA,Business,Website,18,541.1,9739.8,0.59
2024-10-31,SFO,SEA,First,Mobile App,16,1198.52,19176.32,0.79
2024-10-31,ORD,DFW,Economy,Mobile App,162,152.23,24661.26,0.61
2024-10-31,ORD,DFW,Premium Economy,Mobile App,40,333.99,13359.6,0.78
2024-10-31,ORD,DFW,Business,Mobile App,18,559.01,10062.18,0.73
2024-10-31,ORD,DFW,First,Corporate,28,1050.59,29416.52,0.93
2024-11-01,JFK,LAX,Economy,Travel Agent,18,131.8,2372.4,0.79
2024-11-01,JFK,LAX,Premium Economy,Travel Agent,7,247.07,1729.49,0.85
2024-11-01,JFK,LAX,Business,Mobile App,32,640.32,20490.24,0.65
2024-11-01,JFK,LAX,First,Travel Agent,27,943.19,25466.13,0.56
2024-11-01,JFK,ORD,Economy,Website,114,102.82,11721.48,0.73
2024-11-01,JFK,ORD,Premium Economy,Travel Agent,4,336.87,1347.48,0.8
2024-11-01,JFK,ORD,Business,Corporate,40,533.64,21345.6,0.89
2024-11-01,JFK,ORD,First,Website,40,944.54,37781.6,0.6
2024-11-01,LAX,DEN,Economy,Corporate,175,114.99,20123.25,0.8
2024-11-01,LAX,DEN,Premium Economy,Travel Agent,21,261.9,5499.9,0.95
2024-11-01,LAX,DEN,Business,Mobile App,8,521.94,4175.52,0.75
2024-11-01,LAX,DEN,First,Travel Agent,10,1443.08,14430.8,0.83
2024-11-01,ORD,DFW,Economy,Corporate,171,136.84,23399.64,0.85
2024-11-01,ORD,DFW,Premium Economy,Website,22,344.55,7580.1,0.63
2024-11-01,ORD,DFW,Business,Mobile App,37,617.85,22860.45,0.8
2024-11-01,ORD,DFW,First,Corporate,14,1344.47,18822.58,0.57
2024-11-01,MIA,ATL,Economy,Mobile App,110,103.36,11369.6,0.98
2024-11-01,MIA,ATL,Premium Economy,Travel Agent,27,332.16,8968.32,0.79
2024-11-01,MIA,ATL,Business,Website,30,524.2,15726.0,0.58
2024-11-01,MIA,ATL,First,Corporate,6,1382.39,8294.34,0.92
2024-11-01,DEN,ORD,Economy,Corporate,176,99.56,17522.56,0.94
2024-11-01,DEN,ORD,Premium Economy,Website,24,307.24,7373.76,0.56
2024-11-01,DEN,ORD,Business,Website,13,639.28,8310.64,0.61
2024-11-01,DEN,ORD,First,Corporate,18,1525.24,27454.32,0.66
2024-11-02,DEN,ORD,Economy,Mobile App,130,110.81,14405.3,0.84
2024-11-02,DEN,ORD,Premium Economy,Travel Agent,28,230.43,6452.04,0.56
2024-11-02,DEN,ORD,Business,Travel Agent,24,732.91,17589.84,0.63
2024-11-02,DEN,ORD,First,Corporate,40,1142.7,45708.0,0.82
2024-11-02,LAX,SEA,Economy,Corporate,149,148.35,22104.15,0.95
2024-11-02,LAX,SEA,Premium Economy,Mobile App,6,227.66,1365.96,0.84
2024-11-02,LAX,SEA,Business,Travel Agent,35,561.72,19660.2,0.87
2024-11-02,LAX,SEA,First,Mobile App,5,1389.27,6946.35,0.9
2024-11-02,ORD,DFW,Economy,Website,75,117.56,8817.0,0.86
2024-11-02,ORD,DFW,Premium Economy,Website,17,344.41,5854.97,0.82
2024-11-02,ORD,DFW,Business,Mobile App,33,701.69,23155.77,0.75
2024-11-02,ORD,DFW,First,Travel Agent,20,1114.21,22284.2,0.65
2024-11-02,LAX,DEN,Economy,Mobile App,84,128.96,10832.64,0.7
2024-11-02,LAX,DEN,Premium Economy,Corporate,33,291.59,9622.47,0.85
2024-11-02,LAX,DEN,Business,Travel Agent,5,789.29,3946.45,0.68
2024-11-02,LAX,DEN,First,Corporate,10,1495.34,14953.4,0.66
2024-11-02,JFK,MIA,Economy,Corporate,163,136.38,22229.94,0.76
2024-11-02,JFK,MIA,Premium Economy,Mobile App,20,310.28,6205.6,0.59
2024-11-02,JFK,MIA,Business,Website,6,640.21,3841.26,0.56
2024-11-02,JFK,MIA,First,Corporate,20,1269.51,25390.2,0.97
2024-11-02,JFK,ORD,Economy,Mobile App,68,128.12,8712.16,0.58
2024-11-02,JFK,ORD,Premium Economy,Travel Agent,10,237.51,2375.1,0.77
2024-11-02,JFK,ORD,Business,Corporate,24,622.83,14947.92,0.96
2024-11-02,JFK,ORD,First,Corporate,5,1510.93,7554.65,0.97
2024-11-02,SFO,SEA,Economy,Mobile App,156,110.79,17283.24,0.58
2024-11-02,SFO,SEA,Premium Economy,Travel Agent,32,307.77,9848.64,0.79
2024-11-02,SFO,SEA,Business,Website,35,624.79,21867.65,0.87
2024-11-02,SFO,SEA,First,Mobile App,24,1096.33,26311.92,0.93
2024-11-02,ATL,BOS,Economy,Travel Agent,171,150.6,25752.6,0.61
2024-11-02,ATL,BOS,Premium Economy,Mobile App,18,258.87,4659.66,0.67
2024-11-02,ATL,BOS,Business,Corporate,34,729.93,24817.62,0.88
2024-11-02,ATL,BOS,First,Corporate,15,1442.55,21638.25,0.58
2024-11-02,JFK,LAX,Economy,Mobile App,161,128.83,20741.63,0.83
2024-11-02,JFK,LAX,Premium Economy,Mobile App,30,263.79,7913.7,0.78
2024-11-02,JFK,LAX,Business,Travel Agent,3,782.52,2347.56,0.87
2024-11-02,JFK,LAX,First,Mobile App,9,1526.93,13742.37,0.62
2024-11-02,JFK,SFO,Economy,Mobile App,30,98.39,2951.7,0.89
2024-11-02,JFK,SFO,Premium Economy,Mobile App,11,273.5,3008.5,0.59
2024-11-02,JFK,SFO,Business,Website,18,611.31,11003.58,0.88
2024-11-02,JFK,SFO,First,Mobile App,31,1391.92,43149.52,0.57
2024-11-03,LAX,DEN,Economy,Website,38,131.62,5001.56,0.72
2024-11-03,LAX,DEN,Premium Economy,Mobile App,27,244.97,6614.19,0.63
2024-11-03,LAX,DEN,Business,Travel Agent,14,736.94,10317.16,0.61
2024-11-03,LAX,DEN,First,Travel Agent,2,1207.17,2414.34,0.96
2024-11-03,JFK,LAX,Economy,Corporate,18,129.73,2335.14,0.66
2024-11-03,JFK,LAX,Premium Economy,Corporate,34,225.02,7650.68,0.82
2024-11-03,JFK,LAX,Business,Mobile App,35,650.04,22751.4,0.76
2024-11-03,JFK,LAX,First,Travel Agent,14,1036.69,14513.66,0.82
2024-11-03,ATL,BOS,Economy,Corporate,54,143.23,7734.42,0.72
2024-11-03,ATL,BOS,Premium Economy,Website,21,330.76,6945.96,0.71
2024-11-03,ATL,BOS,Business,Travel Agent,39,543.88,21211.32,0.78
2024-11-03,ATL,BOS,First,Mobile App,25,1518.1,37952.5,0.74
2024-11-03,DEN,ORD,Economy,Mobile App,107,125.09,13384.63,0.9
2024-11-03,DEN,ORD,Premium Economy,Website,24,233.32,5599.68,0.6
2024-11-03,DEN,ORD,Business,Travel Agent,20,562.45,11249.0,0.74
2024-11-03,DEN,ORD,First,Corporate,25,1503.95,37598.75,0.83
2024-11-03,BOS,DCA,Economy,Mobile App,57,105.43,6009.51,0.58
2024-11-03,BOS,DCA,Premium Economy,Corporate,16,298.29,4772.64,0.58
2024-11-03,BOS,DCA,Business,Mobile App,33,713.81,23555.73,0.69
2024-11-03,BOS,DCA,First,Corporate,29,1458.16,42286.64,0.87
2024-11-03,MIA,ATL,Economy,Corporate,166,116.39,19320.74,0.57
2024-11-03,MIA,ATL,Premium Economy,Website,3,329.64,988.92,0.89
2024-11-03,MIA,ATL,Business,Mobile App,29,668.44,19384.76,0.68
2024-11-03,MIA,ATL,First,Travel Agent,35,1462.83,51199.05,0.84
2024-11-04,JFK,LAX,Economy,Corporate,162,105.44,17081.28,0.85
2024-11-04,JFK,LAX,Premium Economy,Travel Agent,33,343.05,11320.65,0.91
2024-11-04,JFK,LAX,Business,Corporate,15,823.73,12355.95,0.62
2024-11-04,JFK,LAX,First,Corporate,12,1313.41,15760.92,0.85
2024-11-04,BOS,DCA,Economy,Corporate,103,110.95,11427.85,0.88
2024-11-04,BOS,DCA,Premium Economy,Mobile App,34,273.74,9307.16,0.84
2024-11-04,BOS,DCA,Business,Corporate,7,610.65,4274.55,0.58
2024-11-04,BOS,DCA,First,Travel Agent,18,1036.95,18665.1,0.88
2024-11-04,LAX,DEN,Economy,Mobile App,39,125.78,4905.42,0.92
2024-11-04,LAX,DEN,Premium Economy,Website,30,280.5,8415.0,0.81
2024-11-04,LAX,DEN,Business,Website,21,608.49,12778.29,0.66
2024-11-04,LAX,DEN,First,Travel Agent,9,1416.62,12749.58,0.81
2024-11-04,JFK,SFO,Economy,Corporate,85,132.87,11293.95,0.97
2024-11-04,JFK,SFO,Premium Economy,Corporate,18,243.64,4385.52,0.84
2024-11-04,JFK,SFO,Business,Travel Agent,38,511.62,19441.56,0.96
2024-11-04,JFK,SFO,First,Mobile App,30,1391.75,41752.5,0.95
2024-11-04,JFK,MIA,Economy,Website,120,143.7,17244.0,0.92
2024-11-04,JFK,MIA,Premium Economy,Mobile App,28,310.86,8704.08,0.78
2024-11-04,JFK,MIA,Business,Website,5,715.69,3578.45,0.69
2024-11-04,JFK,MIA,First,Website,11,1467.47,16142.17,0.7
2024-11-04,ATL,BOS,Economy,Website,54,140.55,7589.7,0.59
2024-11-04,ATL,BOS,Premium Economy,Corporate,3,281.66,844.98,0.76
2024-11-04,ATL,BOS,Business,Website,25,596.83,14920.75,0.73
2024-11-04,ATL,BOS,First,Website,27,1304.91,35232.57,0.86
2024-11-04,SFO,SEA,Economy,Corporate,28,140.9,3945.2,0.86
2024-11-04,SFO,SEA,Premium Economy,Website,17,317.81,5402.77,0.67
2024-11-04,SFO,SEA,Business,Website,2,754.43,1508.86,0.97
2024-11-04,SFO,SEA,First,Corporate,23,1325.38,30483.74,0.75
2024-11-04,LAX,SEA,Economy,Travel Agent,112,121.21,13575.52,0.91
2024-11-04,LAX,SEA,Premium Economy,Corporate,31,269.29,8347.99,0.93
2024-11-04,LAX,SEA,Business,Mobile App,32,696.86,22299.52,0.76
2024-11-04,LAX,SEA,First,Travel Agent,5,989.95,4949.75,0.7
2024-11-04,DEN,ORD,Economy,Corporate,162,124.64,20191.68,0.56
2024-11-04,DEN,ORD,Premium Economy,Mobile App,5,252.63,1263.15,0.81
2024-11-04,DEN,ORD,Business,Travel Agent,29,793.45,23010.05,0.88
2024-11-04,DEN,ORD,First,Mobile App,33,1009.76,33322.08,0.82
2024-11-05,JFK,SFO,Economy,Travel Agent,157,103.78,16293.46,0.55
2024-11-05,JFK,SFO,Premium Economy,Corporate,6,316.84,1901.04,0.82
2024-11-05,JFK,SFO,Business,Corporate,14,557.04,7798.56,0.58
2024-11-05,JFK,SFO,First,Corporate,5,1006.32,5031.6,0.76
2024-11-05,ORD,DFW,Economy,Website,36,119.47,4300.92,0.72
2024-11-05,ORD,DFW,Premium Economy,Website,31,249.74,7741.94,0.57
2024-11-05,ORD,DFW,Business,Website,9,595.34,5358.06,0.75
2024-11-05,ORD,DFW,First,Corporate,29,1201.32,34838.28,0.84
2024-11-05,LAX,DEN,Economy,Website,77,129.03,9935.31,0.73
2024-11-05,LAX,DEN,Premium Economy,Website,26,297.41,7732.66,0.84
2024-11-05,LAX,DEN,Business,Corporate,28,595.96,16686.88,0.91
2024-11-05,LAX,DEN,First,Mobile App,34,1028.75,34977.5,0.64
2024-11-05,JFK,ORD,Economy,Corporate,84,125.89,10574.76,0.86
2024-11-05,JFK,ORD,Premium Economy,Corporate,36,336.07,12098.52,0.77
2024-11-05,JFK,ORD,Business,Mobile App,15,591.12,8866.8,0.75
2024-11-05,JFK,ORD,First,Corporate,27,1520.69,41058.63,0.78
2024-11-05,ATL,BOS,Economy,Corporate,119,152.66,18166.54,0.97
2024-11-05,ATL,BOS,Premium Economy,Mobile App,16,348.33,5573.28,0.56
2024-11-05,ATL,BOS,Business,Website,30,691.11,20733.3,0.58
2024-11-05,ATL,BOS,First,Travel Agent,23,1092.12,25118.76,0.8
2024-11-05,BOS,DCA,Economy,Travel Agent,54,95.02,5131.08,0.92
2024-11-05,BOS,DCA,Premium Economy,Mobile App,11,272.29,2995.19,0.86
2024-11-05,BOS,DCA,Business,Website,22,530.51,11671.22,0.71
2024-11-05,BOS,DCA,First,Website,36,1103.69,39732.84,0.62
2024-11-05,JFK,LAX,Economy,Mobile App,108,149.79,16177.32,0.68
2024-11-05,JFK,LAX,Premium Economy,Website,30,307.43,9222.9,0.58
2024-11-05,JFK,LAX,Business,Travel Agent,19,527.42,10020.98,0.84
2024-11-05,JFK,LAX,First,Mobile App,15,1331.18,19967.7,0.83
2024-11-05,JFK,MIA,Economy,Travel Agent,109,147.37,16063.33,0.82
2024-11-05,JFK,MIA,Premium Economy,Corporate,7,354.44,2481.08,0.89
2024-11-05,JFK,MIA,Business,Website,6,790.51,4743.06,0.71
2024-11-05,JFK,MIA,First,Website,26,1357.79,35302.54,0.9
2024-11-05,DEN,ORD,Economy,Website,117,95.63,11188.71,0.81
2024-11-05,DEN,ORD,Premium Economy,Travel Agent,21,278.82,5855.22,0.67
2024-11-05,DEN,ORD,Business,Travel Agent,24,528.7,12688.8,0.84
2024-11-05,DEN,ORD,First,Website,40,1134.02,45360.8,0.88
2024-11-06,LAX,SEA,Economy,Website,133,95.32,12677.56,0.91
2024-11-06,LAX,SEA,Premium Economy,Corporate,5,350.85,1754.25,0.83
2024-11-06,LAX,SEA,Business,Website,20,793.87,15877.4,0.68
2024-11-06,LAX,SEA,First,Website,29,1192.99,34596.71,0.92
2024-11-06,JFK,MIA,Economy,Corporate,127,99.73,12665.71,0.88
2024-11-06,JFK,MIA,Premium Economy,Mobile App,19,334.12,6348.28,0.62
2024-11-06,JFK,MIA,Business,Website,32,639.94,20478.08,0.57
2024-11-06,JFK,MIA,First,Website,35,1142.06,39972.1,0.87
2024-11-06,ATL,BOS,Economy,Travel Agent,76,126.68,9627.68,0.98
2024-11-06,ATL,BOS,Premium Economy,Website,32,254.5,8144.0,0.76
2024-11-06,ATL,BOS,Business,Travel Agent,13,733.08,9530.04,0.67
2024-11-06,ATL,BOS,First,Website,5,960.49,4802.45,0.63
2024-11-06,SFO,SEA,Economy,Travel Agent,138,97.87,13506.06,0.92
2024-11-06,SFO,SEA,Premium Economy,Website,39,280.89,10954.71,0.79
2024-11-06,SFO,SEA,Business,Corporate,11,566.32,6229.52,0.85
2024-11-06,SFO,SEA,First,Travel Agent,31,1313.4,40715.4,0.73
2024-11-06,JFK,SFO,Economy,Website,155,129.95,20142.25,0.97
2024-11-06,JFK,SFO,Premium Economy,Travel Agent,15,338.04,5070.6,0.63
2024-11-06,JFK,SFO,Business,Travel Agent,38,533.58,20276.04,0.57
2024-11-06,JFK,SFO,First,Website,27,1020.94,27565.38,0.65
